,Brand_Name,Product_Description,Product_Detail_Description,Discounted_Price,Original_Price,Discount_Percent,Links_of_the_Product_Images,Links_of_the_Product_Zoomed_Images
36,XYXX,Men Solid Lounge Tshirts,XYXX Men Black N9 Silver Finish Solid Lounge T-shirts,Rs. 299,Rs. 999,(70% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18391074/2023/8/26/fd09e96a-2a92-46a2-a9a3-7fe7af3a0aa01693035546215-XYXX-Men-Black-N9-Silver-Finish-Solid-Lounge-T-shirts-282169-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/18391074/2023/8/26/fd09e96a-2a92-46a2-a9a3-7fe7af3a0aa01693035546215-XYXX-Men-Black-N9-Silver-Finish-Solid-Lounge-T-shirts-282169-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/18391074/2023/8/26/fd09e96a-2a92-46a2-a9a3-7fe7af3a0aa01693035546215-XYXX-Men-Black-N9-Silver-Finish-Solid-Lounge-T-shirts-282169-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/18391074/2023/8/26/fd09e96a-2a92-46a2-a9a3-7fe7af3a0aa01693035546215-XYXX-Men-Black-N9-Silver-Finish-Solid-Lounge-T-shirts-282169-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/18391074/2023/8/26/fd09e96a-2a92-46a2-a9a3-7fe7af3a0aa01693035546215-XYXX-Men-Black-N9-Silver-Finish-Solid-Lounge-T-shirts-282169-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/18391074/2023/8/26/fd09e96a-2a92-46a2-a9a3-7fe7af3a0aa01693035546215-XYXX-Men-Black-N9-Silver-Finish-Solid-Lounge-T-shirts-282169-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/18391074/2023/8/26/fd09e96a-2a92-46a2-a9a3-7fe7af3a0aa01693035546215-XYXX-Men-Black-N9-Silver-Finish-Solid-Lounge-T-shirts-282169-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/18391074/2023/8/26/fd09e96a-2a92-46a2-a9a3-7fe7af3a0aa01693035546215-XYXX-Men-Black-N9-Silver-Finish-Solid-Lounge-T-shirts-282169-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/18391074/2023/8/26/fd09e96a-2a92-46a2-a9a3-7fe7af3a0aa01693035546215-XYXX-Men-Black-N9-Silver-Finish-Solid-Lounge-T-shirts-282169-1.jpg 2.8x"
37,Roadster,Back Printed Cotton Oversized T-shirt,The Roadster Lifestyle Co. Oversized Fit Back Printed Pure Cotton T-shirt,Rs. 287,Rs. 899,(68% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25126210/2023/12/1/f7896611-11b0-47ba-bdcd-dd81190eb95b1701419521459-Roadster-Men-Tshirts-2231701419521106-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/25126210/2023/12/1/f7896611-11b0-47ba-bdcd-dd81190eb95b1701419521459-Roadster-Men-Tshirts-2231701419521106-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/25126210/2023/12/1/f7896611-11b0-47ba-bdcd-dd81190eb95b1701419521459-Roadster-Men-Tshirts-2231701419521106-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/25126210/2023/12/1/f7896611-11b0-47ba-bdcd-dd81190eb95b1701419521459-Roadster-Men-Tshirts-2231701419521106-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/25126210/2023/12/1/f7896611-11b0-47ba-bdcd-dd81190eb95b1701419521459-Roadster-Men-Tshirts-2231701419521106-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/25126210/2023/12/1/f7896611-11b0-47ba-bdcd-dd81190eb95b1701419521459-Roadster-Men-Tshirts-2231701419521106-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/25126210/2023/12/1/f7896611-11b0-47ba-bdcd-dd81190eb95b1701419521459-Roadster-Men-Tshirts-2231701419521106-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/25126210/2023/12/1/f7896611-11b0-47ba-bdcd-dd81190eb95b1701419521459-Roadster-Men-Tshirts-2231701419521106-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/25126210/2023/12/1/f7896611-11b0-47ba-bdcd-dd81190eb95b1701419521459-Roadster-Men-Tshirts-2231701419521106-1.jpg 2.8x"
38,Kook N Keech,Cotton Oversized T-shirt,Kook N Keech Graphic Printed Tie And Dye Pure Cotton Oversized T-shirt,Rs. 769,Rs. 1399,(45% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/23589086/2023/11/21/98493c82-5486-434d-a8d1-0afa7de366fe1700569334928-Kook-N-Keech-Men-Tshirts-2561700569334549-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/23589086/2023/11/21/98493c82-5486-434d-a8d1-0afa7de366fe1700569334928-Kook-N-Keech-Men-Tshirts-2561700569334549-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/23589086/2023/11/21/98493c82-5486-434d-a8d1-0afa7de366fe1700569334928-Kook-N-Keech-Men-Tshirts-2561700569334549-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/23589086/2023/11/21/98493c82-5486-434d-a8d1-0afa7de366fe1700569334928-Kook-N-Keech-Men-Tshirts-2561700569334549-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/23589086/2023/11/21/98493c82-5486-434d-a8d1-0afa7de366fe1700569334928-Kook-N-Keech-Men-Tshirts-2561700569334549-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/23589086/2023/11/21/98493c82-5486-434d-a8d1-0afa7de366fe1700569334928-Kook-N-Keech-Men-Tshirts-2561700569334549-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/23589086/2023/11/21/98493c82-5486-434d-a8d1-0afa7de366fe1700569334928-Kook-N-Keech-Men-Tshirts-2561700569334549-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/23589086/2023/11/21/98493c82-5486-434d-a8d1-0afa7de366fe1700569334928-Kook-N-Keech-Men-Tshirts-2561700569334549-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/23589086/2023/11/21/98493c82-5486-434d-a8d1-0afa7de366fe1700569334928-Kook-N-Keech-Men-Tshirts-2561700569334549-1.jpg 2.8x"
39,Roadster,Henley Neck Cotton Pure Cotton T-shirt,Roadster Men Olive Henley Neck Cotton Pure Cotton T-shirt,Rs. 599,Rs. 1499,(60% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10424668/2020/6/17/402480cc-573e-4691-82cd-be264a6ad0411592390342880-Roadster-Men-Tshirts-651592390341183-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/10424668/2020/6/17/402480cc-573e-4691-82cd-be264a6ad0411592390342880-Roadster-Men-Tshirts-651592390341183-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/10424668/2020/6/17/402480cc-573e-4691-82cd-be264a6ad0411592390342880-Roadster-Men-Tshirts-651592390341183-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/10424668/2020/6/17/402480cc-573e-4691-82cd-be264a6ad0411592390342880-Roadster-Men-Tshirts-651592390341183-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/10424668/2020/6/17/402480cc-573e-4691-82cd-be264a6ad0411592390342880-Roadster-Men-Tshirts-651592390341183-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/10424668/2020/6/17/402480cc-573e-4691-82cd-be264a6ad0411592390342880-Roadster-Men-Tshirts-651592390341183-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/10424668/2020/6/17/402480cc-573e-4691-82cd-be264a6ad0411592390342880-Roadster-Men-Tshirts-651592390341183-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/10424668/2020/6/17/402480cc-573e-4691-82cd-be264a6ad0411592390342880-Roadster-Men-Tshirts-651592390341183-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/10424668/2020/6/17/402480cc-573e-4691-82cd-be264a6ad0411592390342880-Roadster-Men-Tshirts-651592390341183-1.jpg 2.8x"
40,Indian Terrain,Printed Pure Cotton T-shirt,Indian Terrain Graphic Printed Pure Cotton T-shirt,Rs. 549,Rs. 999,(45% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25992208/2023/11/22/401f5456-e2c0-40a8-a5ce-03a008aed2b71700660217322IndianTerrainMenYellowT-shirt1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/25992208/2023/11/22/401f5456-e2c0-40a8-a5ce-03a008aed2b71700660217322IndianTerrainMenYellowT-shirt1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/25992208/2023/11/22/401f5456-e2c0-40a8-a5ce-03a008aed2b71700660217322IndianTerrainMenYellowT-shirt1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/25992208/2023/11/22/401f5456-e2c0-40a8-a5ce-03a008aed2b71700660217322IndianTerrainMenYellowT-shirt1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/25992208/2023/11/22/401f5456-e2c0-40a8-a5ce-03a008aed2b71700660217322IndianTerrainMenYellowT-shirt1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/25992208/2023/11/22/401f5456-e2c0-40a8-a5ce-03a008aed2b71700660217322IndianTerrainMenYellowT-shirt1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/25992208/2023/11/22/401f5456-e2c0-40a8-a5ce-03a008aed2b71700660217322IndianTerrainMenYellowT-shirt1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/25992208/2023/11/22/401f5456-e2c0-40a8-a5ce-03a008aed2b71700660217322IndianTerrainMenYellowT-shirt1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/25992208/2023/11/22/401f5456-e2c0-40a8-a5ce-03a008aed2b71700660217322IndianTerrainMenYellowT-shirt1.jpg 2.8x"
41,Puma,Men Performance SS T-shirt,Puma Men Performance SS Sports T-shirt,Rs. 769,Rs. 1399,(45% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21888072/2023/11/16/2d528b7f-04e5-453d-974d-3abdd73adafd1700131023079PumaMenPerformanceSSSportsT-shirt1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21888072/2023/11/16/2d528b7f-04e5-453d-974d-3abdd73adafd1700131023079PumaMenPerformanceSSSportsT-shirt1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/21888072/2023/11/16/2d528b7f-04e5-453d-974d-3abdd73adafd1700131023079PumaMenPerformanceSSSportsT-shirt1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/21888072/2023/11/16/2d528b7f-04e5-453d-974d-3abdd73adafd1700131023079PumaMenPerformanceSSSportsT-shirt1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/21888072/2023/11/16/2d528b7f-04e5-453d-974d-3abdd73adafd1700131023079PumaMenPerformanceSSSportsT-shirt1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/21888072/2023/11/16/2d528b7f-04e5-453d-974d-3abdd73adafd1700131023079PumaMenPerformanceSSSportsT-shirt1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/21888072/2023/11/16/2d528b7f-04e5-453d-974d-3abdd73adafd1700131023079PumaMenPerformanceSSSportsT-shirt1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/21888072/2023/11/16/2d528b7f-04e5-453d-974d-3abdd73adafd1700131023079PumaMenPerformanceSSSportsT-shirt1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/21888072/2023/11/16/2d528b7f-04e5-453d-974d-3abdd73adafd1700131023079PumaMenPerformanceSSSportsT-shirt1.jpg 2.8x"
42,Free Authority,Men Pack Of 2 Solid T-shirt,Free Authority Men Pack Of 2 Black & White Solid Pure Cotton T-shirt,Rs. 303,Rs. 799,(62% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17492222/2022/3/12/0e50e870-0472-450c-bcd3-0be89f48787b1647055533280FreeAuthorityMenMulticolouredT-shirt1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17492222/2022/3/12/0e50e870-0472-450c-bcd3-0be89f48787b1647055533280FreeAuthorityMenMulticolouredT-shirt1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/17492222/2022/3/12/0e50e870-0472-450c-bcd3-0be89f48787b1647055533280FreeAuthorityMenMulticolouredT-shirt1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/17492222/2022/3/12/0e50e870-0472-450c-bcd3-0be89f48787b1647055533280FreeAuthorityMenMulticolouredT-shirt1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/17492222/2022/3/12/0e50e870-0472-450c-bcd3-0be89f48787b1647055533280FreeAuthorityMenMulticolouredT-shirt1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/17492222/2022/3/12/0e50e870-0472-450c-bcd3-0be89f48787b1647055533280FreeAuthorityMenMulticolouredT-shirt1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/17492222/2022/3/12/0e50e870-0472-450c-bcd3-0be89f48787b1647055533280FreeAuthorityMenMulticolouredT-shirt1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/17492222/2022/3/12/0e50e870-0472-450c-bcd3-0be89f48787b1647055533280FreeAuthorityMenMulticolouredT-shirt1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/17492222/2022/3/12/0e50e870-0472-450c-bcd3-0be89f48787b1647055533280FreeAuthorityMenMulticolouredT-shirt1.jpg 2.8x"
43,Indian Terrain,Round Neck T-shirt,Indian Terrain Round Neck T-shirt,Rs. 249,Rs. 999,(75% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25992420/2023/11/22/6dd85665-e4c4-47ed-ba89-effdce7eba041700655185961IndianTerrainMenMaroonT-shirt1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/25992420/2023/11/22/6dd85665-e4c4-47ed-ba89-effdce7eba041700655185961IndianTerrainMenMaroonT-shirt1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/25992420/2023/11/22/6dd85665-e4c4-47ed-ba89-effdce7eba041700655185961IndianTerrainMenMaroonT-shirt1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/25992420/2023/11/22/6dd85665-e4c4-47ed-ba89-effdce7eba041700655185961IndianTerrainMenMaroonT-shirt1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/25992420/2023/11/22/6dd85665-e4c4-47ed-ba89-effdce7eba041700655185961IndianTerrainMenMaroonT-shirt1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/25992420/2023/11/22/6dd85665-e4c4-47ed-ba89-effdce7eba041700655185961IndianTerrainMenMaroonT-shirt1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/25992420/2023/11/22/6dd85665-e4c4-47ed-ba89-effdce7eba041700655185961IndianTerrainMenMaroonT-shirt1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/25992420/2023/11/22/6dd85665-e4c4-47ed-ba89-effdce7eba041700655185961IndianTerrainMenMaroonT-shirt1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/25992420/2023/11/22/6dd85665-e4c4-47ed-ba89-effdce7eba041700655185961IndianTerrainMenMaroonT-shirt1.jpg 2.8x"
44,Roadster,Printed Cotton Pure Cotton T-shirt,Roadster Men Navy Printed Cotton Pure Cotton T-shirt,Rs. 415,Rs. 1599,(74% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2297835/2018/3/14/11521020286596-Roadster-Men-Tshirts-4241521020286395-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/2297835/2018/3/14/11521020286596-Roadster-Men-Tshirts-4241521020286395-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/2297835/2018/3/14/11521020286596-Roadster-Men-Tshirts-4241521020286395-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/2297835/2018/3/14/11521020286596-Roadster-Men-Tshirts-4241521020286395-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/2297835/2018/3/14/11521020286596-Roadster-Men-Tshirts-4241521020286395-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/2297835/2018/3/14/11521020286596-Roadster-Men-Tshirts-4241521020286395-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/2297835/2018/3/14/11521020286596-Roadster-Men-Tshirts-4241521020286395-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/2297835/2018/3/14/11521020286596-Roadster-Men-Tshirts-4241521020286395-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/2297835/2018/3/14/11521020286596-Roadster-Men-Tshirts-4241521020286395-1.jpg 2.8x"
45,Kook N Keech,Tie and Dyed Cotton T-shirt,Kook N Keech Tie and Dyed Drop-Shoulder Sleeves Oversized Pure Cotton T-shirt,Rs. 597,Rs. 1659,(64% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/23588998/2023/10/5/e8151955-a675-422e-9a33-365b5f5548571696480790838-Kook-N-Keech-Men-Tshirts-2421696480790476-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/23588998/2023/10/5/e8151955-a675-422e-9a33-365b5f5548571696480790838-Kook-N-Keech-Men-Tshirts-2421696480790476-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/23588998/2023/10/5/e8151955-a675-422e-9a33-365b5f5548571696480790838-Kook-N-Keech-Men-Tshirts-2421696480790476-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/23588998/2023/10/5/e8151955-a675-422e-9a33-365b5f5548571696480790838-Kook-N-Keech-Men-Tshirts-2421696480790476-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/23588998/2023/10/5/e8151955-a675-422e-9a33-365b5f5548571696480790838-Kook-N-Keech-Men-Tshirts-2421696480790476-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/23588998/2023/10/5/e8151955-a675-422e-9a33-365b5f5548571696480790838-Kook-N-Keech-Men-Tshirts-2421696480790476-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/23588998/2023/10/5/e8151955-a675-422e-9a33-365b5f5548571696480790838-Kook-N-Keech-Men-Tshirts-2421696480790476-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/23588998/2023/10/5/e8151955-a675-422e-9a33-365b5f5548571696480790838-Kook-N-Keech-Men-Tshirts-2421696480790476-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/23588998/2023/10/5/e8151955-a675-422e-9a33-365b5f5548571696480790838-Kook-N-Keech-Men-Tshirts-2421696480790476-1.jpg 2.8x"
46,Nautica,Round-Neck Cotton T-shirt,Nautica Round-Neck Embroidered Detail Pure Cotton T-shirt,Rs. 516,Rs. 1099,(53% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/23967744/2023/11/21/eb240375-21b3-40c0-8197-d825295fff051700566920371-Nautica-Men-Tshirts-3341700566920044-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/23967744/2023/11/21/eb240375-21b3-40c0-8197-d825295fff051700566920371-Nautica-Men-Tshirts-3341700566920044-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/23967744/2023/11/21/eb240375-21b3-40c0-8197-d825295fff051700566920371-Nautica-Men-Tshirts-3341700566920044-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/23967744/2023/11/21/eb240375-21b3-40c0-8197-d825295fff051700566920371-Nautica-Men-Tshirts-3341700566920044-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/23967744/2023/11/21/eb240375-21b3-40c0-8197-d825295fff051700566920371-Nautica-Men-Tshirts-3341700566920044-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/23967744/2023/11/21/eb240375-21b3-40c0-8197-d825295fff051700566920371-Nautica-Men-Tshirts-3341700566920044-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/23967744/2023/11/21/eb240375-21b3-40c0-8197-d825295fff051700566920371-Nautica-Men-Tshirts-3341700566920044-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/23967744/2023/11/21/eb240375-21b3-40c0-8197-d825295fff051700566920371-Nautica-Men-Tshirts-3341700566920044-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/23967744/2023/11/21/eb240375-21b3-40c0-8197-d825295fff051700566920371-Nautica-Men-Tshirts-3341700566920044-1.jpg 2.8x"
